"","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12"
"ENSG00000100033.12",1,2.32192809488736,3.70043971814109,3.4594316186373,2,1,2,1,1,3.16992500144231,1.58496250072116,3
"ENSG00000100034.9",9.90989308377004,10.8145824659063,11.6438561897747,12.2485206049384,11.2778685461768,11.8301190254445,12.8121773055144,10.1124395067816,11.6995724532873,12.791366414695,10.3128829552844,13.1503819688178
"ENSG00000100055.16",10.1623913287569,11.5493033685136,12.333434915284,13.0408034098476,12.0546043179607,11.8153832958135,13.3151495622563,10.8129794712515,12.3663222142458,12.8879821330585,10.8649599151426,13.5848450891206
"ENSG00000100068.7",4.95419631038687,6.85798099512757,8.08746284125034,7.2667865406949,6.79441586635011,6.3037807481771,7.66533591718518,4.70043971814109,7.49185309632967,7.62205181945638,6.22881869049588,8.09803208296053
"ENSG00000100075.5",5.39231742277876,6.71424551766612,7.74146698640115,7.93663793900257,7.21916852046216,6.49185309632967,8.18982455888002,6,8.01680828768655,8.34872815423108,6,8.25266543245025
"ENSG00000100079.5",5.78135971352466,6.70043971814109,7.90689059560852,7.22881869049588,7.65821148275179,6.22881869049588,8.24792751344359,4.64385618977472,7.31288295528436,8.45532722030456,6.16992500144231,3.70043971814109
"ENSG00000100095.14",2,3.32192809488736,3.58496250072116,4.24792751344359,3.16992500144231,1.58496250072116,4,3.16992500144231,3.58496250072116,3.4594316186373,1,4.39231742277876
"ENSG00000100097.7",7.92481250360578,9.5077946401987,10.1305705628054,10.5304063370991,9.16992500144231,8.98299357469431,10.5264992391366,8.78135971352466,9.92777796208234,10.8320988460391,8.19475685442225,10.4398308839814
"ENSG00000100101.13",5.78135971352466,7.72109918870718,8.4093909361377,8.5274770060604,7.69348695749933,7.21916852046216,8.6582114827518,6.68650052718322,8.0389189892923,8.81378119121704,6.8703647195834,8.97727992349992
"ENSG00000100105.13",6.04439411935845,7.876516946565,9.14720492494223,8.85798099512757,8.15987133677839,7.59245703726808,9.35314682549808,7.67948009950545,9.00281501560705,9.29920801838728,7.65105169117893,9.04984854945056
"ENSG00000100106.15",6.64385618977472,8.24792751344359,8.63662462054365,8.87344411251538,7.96578428466209,8.29462074889163,8.76487159073609,6.8703647195834,8.876516946565,9.63481105017172,7.31288295528436,9.92777796208234
"ENSG00000100109.12",6.95419631038687,7.68650052718322,9.16992500144231,9.87805091272854,8.99435343685886,8.62205181945638,10.1623913287569,8.00562454919388,9.36194377373524,10.0901124196643,7.83920378809694,10.4635243732712
"ENSG00000100116.12",4.64385618977472,5.08746284125034,4.32192809488736,5.20945336562895,6.3037807481771,6.2667865406949,4,2.8073549220576,5,5.52356195605701,4.4594316186373,6.8703647195834
"ENSG00000100124.8",5,6.18982455888002,7.23840473932508,7.25738784269265,6.58496250072116,6,7.33091687811462,5.70043971814109,7.13955135239879,7.82654848729092,5.04439411935845,7.467605550083
"ENSG00000100129.13",8.79766152585376,10.0484868739923,11.604553229079,11.429406741514,10.642051692928,9.91587937883577,11.8497960222456,9.99293833616581,11.518161355757,11.8959538928122,10.1649069266757,11.791162888555
"ENSG00000100138.9",6.49185309632967,8.16490692667569,9.3037807481771,9.1548181090521,8.48381577726426,7.71424551766612,9.44708322620965,7.83289001416474,9.31288295528435,9.55266909751427,7.86418614465428,9.5372184005386
"ENSG00000100139.9",5.4594316186373,7.78135971352466,7.96578428466209,8.14974711950468,7.53138146051631,6.52356195605701,8.3037807481771,6.18982455888002,8.08746284125034,8.39231742277876,6.65821148275179,8.467605550083
"ENSG00000100154.10",3,3.70043971814109,4.8073549220576,5.49185309632967,4.70043971814109,4.16992500144231,5.49185309632967,4.52356195605701,6.10852445677817,6.91886323727459,4.85798099512757,6.02236781302845
"ENSG00000100181.17",5.49185309632967,5.70043971814109,7.40087943628218,7.4262647547021,6.32192809488736,8.25738784269265,6.7279204545632,4.85798099512757,6.6724253419715,7.82017896241519,6.71424551766612,7.77478705960117
"ENSG00000100197.16",2.8073549220576,3.16992500144231,4.95419631038687,3.32192809488736,4.24792751344359,4,3.8073549220576,3.16992500144231,4.90689059560852,5.24792751344359,2.32192809488736,5.90689059560852
"ENSG00000100207.14",8.4262647547021,9.5352753766208,10.5058115539196,10.8407779235951,10.410451351504,9.7515440590891,11.0728025345442,9.25029841790633,11.0028150156071,11.3586512008929,9.26209484537018,11.871135184243
"ENSG00000100209.5",3.16992500144231,4.64385618977472,5.75488750216347,6.02236781302845,4.70043971814109,4.8073549220576,5.61470984411521,2.32192809488736,4.58496250072116,6.16992500144231,3.58496250072116,4.95419631038687
"ENSG00000100211.6",3.58496250072116,4.58496250072116,6.4093909361377,6.10852445677817,5.20945336562895,4.24792751344359,6.84549005094437,4,6.22881869049588,6.02236781302845,5,6.14974711950468
"ENSG00000100218.7",1,2,4.16992500144231,4,4,4.4594316186373,4.64385618977472,2.32192809488736,2.58496250072116,4.90689059560852,2,5.39231742277876
"ENSG00000100219.12",7.88874324889826,9.46352437327118,10.3706874068072,10.7582232147267,9.56795607541547,9.29232163280204,11.0175044011094,9.17492568250068,10.5225815312548,11.1254134704833,9.30149619498255,10.8826430493618
"ENSG00000100220.7",6.39231742277876,7.98868468677217,9.2667865406949,9.40726776424473,8.10852445677817,7.6724253419715,9.18982455888002,7.19967234483636,8.82972273508606,9.16992500144231,7.31288295528436,8.99717948093762
"ENSG00000100228.8",3.16992500144231,3.16992500144231,4.64385618977472,4.70043971814109,5.12928301694497,5.52356195605701,6.94251450533924,4.39231742277876,5.52356195605701,6.6724253419715,4.24792751344359,6.71424551766612
"ENSG00000100246.8",4.58496250072116,5.64385618977472,6.32192809488736,6.79441586635011,6.18982455888002,4.8073549220576,7.05528243550119,4.4594316186373,6.55458885167764,7.21916852046216,5.28540221886225,7.14974711950468
"ENSG00000100266.13",8.49185309632967,9.11634396123747,10.3454052467178,11.1774195379892,10.140829770773,10.4665863377192,11.288289342181,8.7714894695006,10.8540891798706,11.5560269927247,9.16239132875691,12.1885888457073
"ENSG00000100271.12",2,4.75488750216347,5.08746284125034,5.32192809488736,4.75488750216347,3,5.6724253419715,4.64385618977472,5.75488750216347,5.4594316186373,4.39231742277876,5.90689059560852
"ENSG00000100284.16",6.96578428466209,8.74146698640115,9.22158712126481,9.27612440527424,8.38801728534514,8.74146698640115,9.71938882094208,7.76155123244448,9.58683978796183,9.97871045910636,8.05528243550119,10.5216004397237
"ENSG00000100285.9",0,3,3.32192809488736,3.70043971814109,3.58496250072116,2,4.16992500144231,2,4.16992500144231,3.32192809488736,2.32192809488736,3.90689059560852
"ENSG00000100290.2",1.58496250072116,3.4594316186373,3.16992500144231,3.8073549220576,3.4594316186373,3.32192809488736,4.39231742277876,0,4.24792751344359,4.24792751344359,1.58496250072116,5.52356195605701
"ENSG00000100294.8",2.32192809488736,4.95419631038687,6.32192809488736,5.97727992349992,4.4594316186373,4,6.71424551766612,4.39231742277876,6.2667865406949,6.56985560833095,4.70043971814109,6.37503943134692
"ENSG00000100296.9",7.467605550083,8.86418614465428,9.64385618977473,10.1548181090521,9.15987133677839,9.35535109642481,10.3365065598103,8.2807707701306,9.52160043972373,10.0168082876866,8.21431912080077,11.047123912114
"ENSG00000100299.13",5.97727992349992,7.98299357469431,8.48784003382305,8.97727992349992,8.12412131182919,8.2240016741981,8.91288933622996,7.16992500144231,8.39231742277876,8.55074678538324,7.17990909001493,9.69870466677034
"ENSG00000100300.13",8.37937836707126,10.2155329997457,10.667111542075,11.0579917227592,10.0443941193585,10.3966047811819,11.1761731491075,8.97441458980553,10.8501868376458,11.4670960339057,9.49984588708321,12.0279059965699
"ENSG00000100311.12",3.8073549220576,4.39231742277876,6.24792751344359,5.55458885167764,5.32192809488736,2.8073549220576,5.64385618977472,4.08746284125034,6.53915881110803,5.8073549220576,5,6.14974711950468
"ENSG00000100316.11",10.2585660338899,11.8289298276515,13.6158594935831,13.107544031976,12.2787398265501,11.4314976042581,13.4320198468125,11.6447575925163,12.9950604670327,13.1363503414542,12.0313565962557,12.8734441125154
"ENSG00000100330.11",9.93957921431469,11.3542493819452,11.5512276035983,12.2312211807112,11.5646258627954,12.0365170704865,12.3017819620511,10.2749604721406,11.90989308377,12.3097605447296,10.4314976042581,13.2465921654418
"ENSG00000100336.13",2.58496250072116,6.56985560833095,5.6724253419715,5.64385618977472,4.16992500144231,3.58496250072116,2.8073549220576,2,3.8073549220576,3.16992500144231,2.8073549220576,5.08746284125034
"ENSG00000100342.16",5.8073549220576,9.24317398347295,8.23840473932508,9.55650605467193,8.09803208296053,7.35755200461808,7.65105169117893,5.8073549220576,7.876516946565,8.06069593168755,5.4594316186373,8.63662462054365
"ENSG00000100345.16",11.2986354067342,12.5849625007212,12.8637991037288,13.873828574887,13.4113785760033,12.9063269327606,13.7944158663501,12.3339938827614,13.9332295974427,14.2191685204622,12.194449079479,15.3419009895176
"ENSG00000100346.13",5.20945336562895,5.39231742277876,7.61470984411521,8.35314682549808,7.37503943134692,5.52356195605701,7.31288295528436,6.16992500144231,8.33091687811462,6.97727992349992,7.94836723158468,8.25266543245025
"ENSG00000100350.10",2.58496250072116,3.70043971814109,4.16992500144231,4.24792751344359,4.64385618977472,2,4.64385618977472,3,5.08746284125034,4.8073549220576,2.8073549220576,5.7279204545632
"ENSG00000100362.8",0,1,0,2.8073549220576,4.08746284125034,1,1.58496250072116,2.8073549220576,2.32192809488736,3,2.58496250072116,3
"ENSG00000100365.10",8.59991284218713,10.4346282276367,10.7099453802325,11.9505558970475,10.6882503091332,11.5473765634981,12.0831468708167,9.30606168942834,11.3292357417338,11.6803595235137,9.67065624911844,12.8978454560055
"ENSG00000100368.9",10.5439984501345,11.9829935746943,12.6710987257485,13.7662183064862,12.6373041221062,12.2994942390094,13.6058267231592,10.7968507952672,12.8133803869247,13.4873376152072,11.01471792986,14.4365814230804
"ENSG00000100373.5",2,2.58496250072116,4.24792751344359,3.58496250072116,3.58496250072116,2.32192809488736,2.8073549220576,2.58496250072116,3.58496250072116,4.4594316186373,1,1.58496250072116
"ENSG00000100376.7",7.73470962022584,9.49185309632967,10.9571020415623,7.90689059560852,8.41362792902417,7,8.64745842645492,7.10852445677817,8.55458885167764,8.59991284218713,9.07681559705083,8.79116288855502
"ENSG00000100410.3",5.08746284125034,6.76818432477693,8.29920801838728,8.08746284125034,6.85798099512757,7.14974711950468,8.34429590791582,6.12928301694497,7.06608919045777,8.02236781302845,6.02236781302845,7.70735913208088
"ENSG00000100439.6",5.6724253419715,6.76818432477693,7.6724253419715,8.31741261376487,7.4757334309664,7.64385618977472,8.50382573799575,6.16992500144231,7.76818432477693,8.7714894695006,6.7279204545632,9.19475685442225
"ENSG00000100442.6",4.95419631038687,7.06608919045777,8.6724253419715,7.89481776330794,7.02236781302845,7.467605550083,7.98868468677217,6.20945336562895,6.90689059560852,7.70043971814109,6.4594316186373,7.33985000288462
"ENSG00000100448.3",4.39231742277876,3.70043971814109,6.6724253419715,4.90689059560852,3,5.04439411935845,8.01680828768655,3.4594316186373,7.90086680798075,5.24792751344359,4.70043971814109,8.82017896241519
"ENSG00000100450.8",6.49185309632967,9.45532722030456,9.23601419190008,9.12928301694497,7.12928301694497,8.84235034341381,10.5924570372681,8.38801728534514,7.54689445988764,8.76155123244448,6.4093909361377,10.270295326472
"ENSG00000100461.13",7.84549005094437,9.58871463558226,10.0993478104032,10.5868397879618,9.82495874052852,9.61654884377899,10.6794800995054,8.62205181945638,10.3454052467178,10.9091430473399,8.58871463558226,11.4721831161895
"ENSG00000100462.11",5.8073549220576,7.02236781302845,7.97727992349992,8.65105169117893,7.70043971814109,7.78790255939143,8.82017896241519,6.68650052718322,8.01680828768655,8.4093909361377,7.04439411935845,10.0781508077346
"ENSG00000100473.11",2,1.58496250072116,3.90689059560852,3,3.16992500144231,2.8073549220576,5.32192809488736,2,5.58496250072116,6.02236781302845,2.32192809488736,6.08746284125034
"ENSG00000100479.8",3.4594316186373,4.90689059560852,6.4093909361377,6.56985560833095,7.15987133677839,7.37503943134692,5.97727992349992,4.58496250072116,5.24792751344359,6.02236781302845,5.28540221886225,6.20945336562895
"ENSG00000100483.9",6.06608919045777,7.56224242422107,8.68650052718322,8.94544383637791,7.49984588708321,8.40087943628218,9.30606168942834,7.05528243550119,7.98299357469431,8.5352753766208,6.53915881110803,9.35974956032233
"ENSG00000100485.7",8.93369065495223,10.9255544398736,11.5741204350097,11.9592775057205,10.5555477716471,11.4429434958487,12.2285180977162,9.95419631038687,11.1163439612375,11.8269456504155,9.82972273508606,12.5672431052794
"ENSG00000100503.19",10.0389189892923,12.0613711926598,12.7123120417803,12.8525295094042,12.0967151544885,12.192909219112,13.0241007802529,10.9829935746943,12.3736808334116,13.02427396254,10.9794251953315,13.626393504174
"ENSG00000100504.12",9.2644426002266,11.4236411950759,11.2395985292491,12.5802585674998,11.1861142395416,12.2333200827308,12.4275747475651,9.876516946565,11.7714894695006,12.2297200932374,10.4062050054189,13.5442400064417
"ENSG00000100505.9",2.58496250072116,4.52356195605701,4.64385618977472,5.55458885167764,4.70043971814109,4.32192809488736,5.97727992349992,3,5.16992500144231,4.58496250072116,4.08746284125034,5.90689059560852
"ENSG00000100519.7",6.65821148275179,8.65105169117893,10.1111356702347,9.89935692292311,8.37503943134693,9.04165915163721,9.99435343685886,7.82654848729092,8.62570884306447,9.41151098801207,7.66533591718518,9.14974711950468
"ENSG00000100528.7",5.16992500144231,7.3037807481771,8.15987133677839,8.12412131182919,7.23840473932508,7.48381577726426,8.4178525148859,6.53915881110803,7.76155123244448,8.56985560833095,6.53915881110803,7.74819284958946
"ENSG00000100558.4",5.58496250072116,7.8703647195834,6.6724253419715,7.56985560833095,8.8008998999203,8.19967234483636,6.96578428466209,6.75488750216347,8.31741261376487,6.3037807481771,7.76818432477693,8.4178525148859
"ENSG00000100567.8",5.64385618977472,7.59991284218713,9.17741953798924,8.85174904141606,7.55458885167764,7.8073549220576,8.39660478118186,6.7279204545632,7.62935662007961,7.97154355395077,6.64385618977472,7.66533591718518
"ENSG00000100575.9",3.16992500144231,4.39231742277876,6.37503943134692,5.93073733756289,5.39231742277876,5,6.22881869049588,3.90689059560852,5.88264304936184,6.06608919045777,4.70043971814109,5.70043971814109
"ENSG00000100580.7",7.20945336562895,8.91886323727459,9.60362634498619,9.83920378809694,8.7176764230664,8.89481776330794,10.3026389237876,8.74819284958946,9.69174351917128,10.1137421660492,8.35755200461808,10.6891244049133
"ENSG00000100583.4",1.58496250072116,1,2.58496250072116,4,2,3.58496250072116,3.32192809488736,2.32192809488736,1.58496250072116,2.8073549220576,2.58496250072116,4.70043971814109
"ENSG00000100591.3",6.33985000288462,7.85798099512757,8.86418614465428,9.30606168942834,8.36194377373524,8.02236781302845,9.23601419190008,7.27612440527424,8.98299357469431,9.41996017784789,7.73470962022584,9.58308276750293
"ENSG00000100596.2",9.11894107272351,10.9657842846621,10.9686667931952,11.8454900509444,10.4408691676109,11.1605017475557,11.3799198176465,9.60362634498619,11.116993677547,11.5731737846865,9.43879185257826,12.1576627272084
"ENSG00000100605.12",8.66177809777199,9.87958324961278,10.5352753766208,11.3275526440812,10.5717526435035,10.7673568541257,11.0375469539622,8.56224242422107,10.9188632372746,11.3553510964248,9.01959072835788,12.3046365238073
"ENSG00000100612.9",7.57742882803575,9.4241662888181,10.0525680508042,10.243173983473,9.27146302790437,9.82654848729091,10.6741922681457,8.19967234483636,9.91288933622996,10.6564248632778,8.35314682549808,10.9188632372746
"ENSG00000100628.7",3,5.58496250072116,5.75488750216347,7.06608919045777,4.8073549220576,3.58496250072116,5.32192809488736,4.4594316186373,5.6724253419715,5.88264304936184,2.32192809488736,4.75488750216347
"ENSG00000100644.12",8.29920801838728,10.0874628412503,10.5727002264873,11.3853231761759,10.1059085085712,10.2312211807112,11.1421070573025,9.12412131182919,10.7338627196785,11.3258675805754,9.17492568250068,11.7515440590891
"ENSG00000100647.7",9.18239435340453,10.5708044377245,10.6275338844728,11.6987046667703,10.5631962722167,10.876516946565,11.7553048882624,9.2807707701306,11.1440208692669,11.5985178106126,9.47370574961942,12.4653113088772
"ENSG00000100697.10",9.82654848729091,11.5410966153495,12.1250905393033,12.3742244261237,11.5873087283335,12.2057932493972,12.6379833037779,10.4136279290242,11.9693865213423,12.3295160672065,10.4665863377192,12.9769220678511
"ENSG00000100721.6",1,2.8073549220576,7.85174904141606,4.85798099512757,5.8073549220576,2.8073549220576,9.78790255939143,7.56224242422107,8.43879185257826,9.99435343685886,6.28540221886225,8.91587937883577
"ENSG00000100764.9",6.33985000288462,7.74146698640115,9.14720492494223,9.11113567023471,8.25738784269265,8.40514146313634,9.32867492732795,7.44294349584873,8.76155123244448,9.38370429247405,7.32192809488736,9.62205181945638
"ENSG00000100802.10",4.95419631038687,6.14974711950468,7.64385618977472,7.70735913208088,6.59991284218713,6.22881869049588,7.94836723158468,6.12928301694497,6.95419631038687,7.68650052718322,5.78135971352466,8.07681559705083
"ENSG00000100804.14",4.95419631038687,6.76818432477693,7.84549005094437,7.75488750216347,7.28540221886225,6.83289001416474,7.96000193206808,6.22881869049588,7.64385618977472,8.21916852046216,6.10852445677817,7.97727992349992
"ENSG00000100814.13",4.58496250072116,5.88264304936184,7.77478705960117,6.91886323727459,5.6724253419715,5.58496250072116,7.68650052718322,5.75488750216347,6.95419631038687,7.5077946401987,5.85798099512757,7.07681559705083
"ENSG00000100815.8",7.28540221886225,9.06877827798541,10.7665289085989,10.3219280948874,9.39660478118186,9.29920801838728,10.5802585674998,8.68650052718322,9.75488750216347,10.2395985292491,8.76818432477693,10.1098306542788
"ENSG00000100883.7",6.44294349584873,8.36194377373524,9.27146302790437,9.30833903013941,8.19475685442225,8.29462074889163,9.44914864537544,7.59991284218713,8.85798099512757,9.34429590791582,7.36632221424582,9.40726776424473
"ENSG00000100890.11",2.58496250072116,5.08746284125034,5.64385618977472,5.78135971352466,4.16992500144231,3.70043971814109,5.20945336562895,3,5.6724253419715,5.78135971352466,3.90689059560852,5.55458885167764
"ENSG00000100906.6",8.35314682549808,9.65999589242998,10.7665289085989,11.3359485652023,11.120237877342,10.91288933623,11.0808175276083,8.95710204156229,10.7879025593914,11.6279897843157,9.1006623390052,11.497352893477
"ENSG00000100908.9",2.58496250072116,4.75488750216347,5.24792751344359,5.70043971814109,4.90689059560852,4.52356195605701,5.49185309632967,3.4594316186373,5.49185309632967,5.24792751344359,3.70043971814109,6
"ENSG00000100911.9",7.54689445988764,10.0334230015375,10.6229669447905,11.0409745988173,9.61102479730735,9.76487159073609,9.74651432113846,7.91288933622996,9.78299820892041,10.0195907283579,8.17492568250068,10.240791332162
"ENSG00000100926.10",3.90689059560852,4.8073549220576,6.12928301694497,6.55458885167764,4.24792751344359,5.16992500144231,6.44294349584873,3.70043971814109,5.90689059560852,6.52356195605701,3.8073549220576,6.24792751344359
"ENSG00000100938.13",7.16992500144231,9.05256805080415,9.73640193131829,10.2946207488916,9.11113567023471,9.23122118071119,10.1786648510065,7.90689059560852,9.34872815423108,9.95419631038687,7.96000193206808,10.3890935219045
"ENSG00000100949.10",5.24792751344359,7.21916852046216,7.82017896241519,8.01122725542325,7.08746284125034,6.84549005094437,8.04984854945056,6.20945336562895,7.91288933622996,8.2240016741981,6,8.2336196767597
"ENSG00000100968.9",0,0,1,1,0,0,1.58496250072116,0,3,2,2.32192809488736,1
"ENSG00000100979.10",1,2.8073549220576,3.90689059560852,4.16992500144231,3.90689059560852,2.8073549220576,4.4594316186373,1,3.58496250072116,3.8073549220576,2.32192809488736,5.4262647547021
"ENSG00000100985.7",6.39231742277876,11.257977058564,9.5372184005386,9.98726401207254,8.85486838326024,10.5859014496908,10.3230547603416,7.28540221886225,10.7714894695006,11.0091287895393,9.32192809488736,12.9902812753603
"ENSG00000100991.7",8.37937836707126,10.0279059965699,10.5196362528432,10.9181178510318,10.0056245491939,10.1318569606088,11.0901124196643,8.84235034341381,10.4210128557792,11.0525680508042,9.02513956227851,11.5593770905267
"ENSG00000101003.8",1,3.16992500144231,4.16992500144231,2.58496250072116,3.8073549220576,3,4.4594316186373,1,3.70043971814109,4.08746284125034,2.8073549220576,4.39231742277876
"ENSG00000101017.9",3,7.6724253419715,6.84549005094437,6.3037807481771,5.20945336562895,4.75488750216347,7.27612440527424,6.20945336562895,7.13955135239879,8.02236781302845,5.35755200461808,7.19967234483636
"ENSG00000101084.12",6.4262647547021,8.73131903102506,9.0389189892923,9.48381577726426,8.26209484537018,8.91288933622996,9.62570884306447,7.04439411935845,8.98013957763916,9.57364718749332,7.20945336562895,9.95855271543101
"ENSG00000101109.7",10.4625022725973,12.0251395622785,12.6774994332851,12.9731592145897,12.2647358011301,12.0535865436392,13.2313712035929,11.2252074369435,12.8322966787499,13.2349670805175,11.3236177632916,13.7864738452213
"ENSG00000101115.8",1,0,0,0,2,0,1,0,1.58496250072116,2.8073549220576,0,0
"ENSG00000101132.5",2.32192809488736,4.39231742277876,7.05528243550119,5.70043971814109,3.58496250072116,5.16992500144231,6.06608919045777,4.24792751344359,4.32192809488736,4.90689059560852,2.8073549220576,4.08746284125034
"ENSG00000101138.7",5.6724253419715,7.14974711950468,8.35755200461808,8.38370429247405,7.37503943134692,7.04439411935845,8.8008998999203,6.90689059560852,8.33091687811462,8.68999797141945,7.12928301694497,8.97727992349992
"ENSG00000101150.13",8.26209484537018,9.8703647195834,10.3026389237876,10.6653359171852,9.75655632252409,10.0279059965699,11.288289342181,8.7515440590891,10.6384359139905,11.120237877342,9.03066713624694,11.7304701371842
"ENSG00000101152.6",8.94251450533924,10.5840229402575,10.9091430473399,11.4450148458684,10.4252159032994,10.5362472156881,11.5464121951194,9.67771964164101,11.3597495603223,11.6279897843157,9.71596199025514,12.4301911701917
"ENSG00000101160.9",8.4093909361377,10.2252074369435,10.3509391815464,11.429406741514,10.3880172853451,10.1305705628054,11.1484765821783,9.39874369193819,10.8672787397097,11.3392933001801,9.211888294546,11.5377037479076
"ENSG00000101161.6",7.21916852046216,8.57364718749332,9.53915881110803,9.7714894695006,9.27844945822048,8.2667865406949,10.0940776856719,8.3037807481771,9.90538700501813,10.2057932493972,8.24792751344359,10.4542992936199
"ENSG00000101162.3",7.92481250360578,8.91886323727459,9.20945336562895,11.0133226734254,11.5507467853832,10.7185328760692,10.0927571409199,9.05256805080415,11.5877775163282,12.4858293087019,10.5264992391366,12.0084286220706
"ENSG00000101181.13",6.20945336562895,8.01680828768655,8.53138146051631,9.03617361255349,7.93073733756289,7.6724253419715,9.2045711442492,6.88264304936184,8.65463602852797,8.88569637333939,7.14974711950468,9.50977500432694
"ENSG00000101187.11",0,2.32192809488736,2.58496250072116,2.58496250072116,2.58496250072116,2,3.16992500144231,3,2.8073549220576,3.70043971814109,1.58496250072116,4.08746284125034
"ENSG00000101188.4",1.58496250072116,1.58496250072116,2.8073549220576,1,3.32192809488736,2.58496250072116,4.4594316186373,5,5.04439411935845,5.35755200461808,2.8073549220576,5.61470984411521
"ENSG00000101189.5",4.95419631038687,6.2667865406949,7.51569983828404,7.32192809488736,6.7279204545632,6.56985560833095,7.67948009950545,5.4262647547021,7.10852445677817,7.85798099512757,5.6724253419715,7.81378119121704
"ENSG00000101190.8",4.16992500144231,5.95419631038687,7.13955135239879,7.01122725542325,6.4093909361377,6,6.93073733756289,4.70043971814109,6.8073549220576,7.25738784269265,5.12928301694497,7.2667865406949
"ENSG00000101194.13",4,5.28540221886225,6.8703647195834,6.24792751344359,5.95419631038687,5.70043971814109,7.5077946401987,4.70043971814109,7.10852445677817,7.31288295528436,5.61470984411521,7.01122725542325
"ENSG00000101210.6",1,1,0,2.58496250072116,2.8073549220576,0,3.58496250072116,0,1,1.58496250072116,0,3.8073549220576
"ENSG00000101213.5",1,2.32192809488736,3.8073549220576,4.32192809488736,3,3,3.32192809488736,0,3.4594316186373,4.16992500144231,2.58496250072116,3.16992500144231
"ENSG00000101216.6",6.16992500144231,7.8073549220576,8.72451385311995,8.82654848729091,8.17990909001493,8.04439411935845,9.00842862207058,7.13955135239879,8.82972273508606,9.2045711442492,7.23840473932508,9.71252700043982
"ENSG00000101220.13",5.90689059560852,7.4178525148859,7.8703647195834,8.08746284125034,7.32192809488736,7.02236781302845,9.12670447284319,6.44294349584873,9.13442632022093,8.24317398347295,6.82017896241519,8.64024493622235
"ENSG00000101230.5",2,2,4.85798099512757,5.16992500144231,3.70043971814109,3,4.52356195605701,3.58496250072116,5.61470984411521,4,4.75488750216347,4.85798099512757
"ENSG00000101236.12",9.45532722030456,11.1848753429083,10.9549232920303,12.3359485652023,11.171802288683,11.399277924509,12.3241805466187,9.77313920671969,11.5058115539196,11.8105716347411,9.79928162152192,13.2240016741981
"ENSG00000101255.6",4,6.61470984411521,7.21916852046216,6.90689059560852,6.10852445677817,5.7279204545632,7.57742882803575,6,6.74146698640115,7.56224242422107,6.18982455888002,7.59245703726808
"ENSG00000101265.11",11.5087851620645,12.5717526435035,13.4162697445232,14.1018936227199,13.1258977317603,13.4207497582968,14.4646095623976,11.845097960973,13.5502658068687,14.3307768582144,11.9233274854192,14.9671812189521
"ENSG00000101292.6",1.58496250072116,1,1.58496250072116,0,2.58496250072116,3.58496250072116,0,0,0,2.58496250072116,1,2.58496250072116
"ENSG00000101298.9",5.04439411935845,5.97727992349992,7.4262647547021,7.77478705960117,6.68650052718322,5.08746284125034,7.4262647547021,5.55458885167764,7.83289001416474,6.93073733756289,6.79441586635011,7.57742882803575
"ENSG00000101306.6",0,0,0,2,1,2.32192809488736,0,0,2.32192809488736,0,0,0
"ENSG00000101333.12",0,1.58496250072116,2,2.32192809488736,1.58496250072116,0,2,0,2.58496250072116,3.4594316186373,1,2.32192809488736
"ENSG00000101335.5",4.95419631038687,5.88264304936184,4.64385618977472,6.56985560833095,7.78135971352466,7.85174904141606,6.4093909361377,5.75488750216347,8,9.16239132875691,7.88874324889826,8.98584193700334
"ENSG00000101336.8",9.94982671075911,11.3503867423128,12.0717975222842,13.1145557311984,12.0098286173681,11.9225844027137,13.1405102723682,10.4787696194758,12.3370643386847,12.9968265280207,10.6635581042173,13.9326761338652
"ENSG00000101343.10",7.17990909001493,8.66177809777199,9.94982671075911,10.0209799389042,8.79766152585376,9.23601419190008,10.2726297849764,8.24317398347295,9.58308276750293,10.1111356702347,8.09803208296053,10.3376219019925
"ENSG00000101353.10",1,2,4.70043971814109,3.32192809488736,2.58496250072116,2.32192809488736,2.8073549220576,2,3.4594316186373,4.24792751344359,3,4.08746284125034
"ENSG00000101367.8",7.4594316186373,9.52160043972373,9.98726401207254,10.3586512008929,9.54496443278924,9.41151098801207,10.3320365483617,8.56224242422107,10.0953970227926,10.6803595235137,8.55842071326866,10.8336807486547
"ENSG00000101384.7",4.58496250072116,5.8073549220576,6.12928301694497,7.22881869049588,5.58496250072116,6,6.88264304936184,4.8073549220576,6.79441586635011,7.08746284125034,4.90689059560852,7.4757334309664
"ENSG00000101400.5",2.8073549220576,4.85798099512757,5.7279204545632,5.28540221886225,4.70043971814109,4,6.2667865406949,4.4594316186373,5.85798099512757,6.4757334309664,4,5.90689059560852
"ENSG00000101417.7",3.58496250072116,5.52356195605701,6.12928301694497,5.97727992349992,5.8073549220576,5,6.93073733756289,4.16992500144231,6.64385618977472,6.22881869049588,4.64385618977472,6.96578428466209
"ENSG00000101425.8",5.32192809488736,7.16992500144231,8.16490692667569,7.2667865406949,5.88264304936184,7.02236781302845,9.62753388447279,5.55458885167764,8.61838550225861,5.88264304936184,7.91288933622996,9.93810932621924
"ENSG00000101439.4",9.04984854945056,10.3586512008929,11.2644426002266,12.0244471240406,10.5764843467969,10.6229669447905,11.4767462039395,9.67595703294175,11.093417564388,11.852919585124,9.55074678538324,12.0275604822488
